,open,high,low,close,volume,dividend_amount,split_coefficient,rolling_3_mean,rolling_7_mean,ewma,unix_timestamp,weekday,month,close_shifted
90,135.37,136.1,134.72,134.74,4141798,0.0,1.0,132.53,132.53,132.6183809161535,2.01883648,1,8,135.55
91,137.65,137.85,135.47,135.55,3093629,0.0,1.0,133.98333333333335,133.98333333333335,133.67919045807676,-0.419037184,0,8,138.37
92,138.75,139.34,137.66,138.37,3155842,0.0,1.0,134.50666666666666,134.50666666666666,134.6145952290384,0.857276416,4,8,139.07
93,137.79,139.12,137.75,139.07,3177726,0.0,1.0,136.22,136.22,136.4922976145192,-1.580597248,3,8,137.79
94,136.46,138.415,136.3,137.79,3667568,0.0,1.0,137.66333333333333,137.66333333333333,137.7811488072596,0.276496384,2,8,136.56
95,134.6,137.37,134.4517,136.56,4313600,0.0,1.0,138.41,138.41,137.7855744036298,2.133590016,1,8,134.93
96,132.96,135.19,132.24,134.93,2791241,0.0,1.0,137.80666666666667,137.80666666666667,137.1727872018149,-0.304283648,0,8,134.01
97,132.62,134.09,131.98,134.01,2767054,0.0,1.0,136.42666666666668,136.42666666666668,136.05139360090746,0.972029952,4,8,132.54
98,132.36,133.225,132.0,132.54,3501925,0.0,1.0,135.16666666666666,135.16666666666666,135.0306968004537,-1.465843712,3,8,131.5
99,130.75,131.78,130.34,131.5,3663995,0.0,1.0,133.82666666666668,133.82666666666668,133.78534840022684,0.39124992,2,8,129.47
100,129.92,130.79,129.12,129.47,3495991,1.65,1.0,132.6833333333333,132.6833333333333,132.64267420011342,-2.046623744,1,8,132.61
101,133.1,133.35,132.02,132.61,3825145,0.0,1.0,131.17,131.17,131.0563371000567,-0.189530112,0,8,132.48
102,131.25,132.67,131.07,132.48,2586519,0.0,1.0,131.19333333333336,131.19333333333336,131.83316855002835,1.086783488,4,8,131.64
103,132.15,132.2866,131.02,131.64,3179789,0.0,1.0,131.52,131.52,132.15658427501415,-1.351090176,3,8,132.34
104,131.82,132.862,131.32,132.34,3088532,0.0,1.0,132.24333333333334,132.24333333333334,131.89829213750707,0.506003456,2,8,131.81
105,132.2,132.78,130.51,131.81,4403633,0.0,1.0,132.15333333333334,132.15333333333334,132.11914606875354,-1.931870208,1,8,132.04
106,130.75,132.7,130.7,132.04,4142099,0.0,1.0,131.93,131.93,131.96457303437677,-0.074776576,0,8,130.79
107,129.52,131.0,129.31,130.79,5786815,0.0,1.0,132.0633333333333,132.0633333333333,132.0022865171884,1.201537024,4,7,129.22
108,128.75,129.81,128.606,129.22,3913680,0.0,1.0,131.54666666666665,131.54666666666665,131.39614325859418,-1.23633664,3,7,129.12
109,127.97,129.43,127.58,129.12,4175625,0.0,1.0,130.6833333333333,130.6833333333333,130.3080716292971,0.620756992,2,7,128.08
110,128.26,129.3,127.63,128.08,3645313,0.0,1.0,129.71,129.71,129.71403581464855,-1.817116672,1,7,128.54
111,128.44,129.1257,127.9,128.54,4702352,0.0,1.0,128.80666666666667,128.80666666666667,128.89701790732428,0.03997696,0,7,128.25
112,127.03,128.32,125.71,128.25,6467205,0.0,1.0,128.58,128.58,128.71850895366214,1.31629056,4,7,127.15
113,128.75,128.81,125.13,127.15,11975361,0.0,1.0,128.29,128.29,128.48425447683107,-1.121583104,3,7,129.18
114,130.7,130.72,128.06,129.18,9882016,0.0,1.0,127.98,127.98,127.81712723841554,0.735510528,2,7,130.88
115,131.58,132.56,127.72,130.88,29690535,0.0,1.0,128.19333333333336,128.19333333333336,128.49856361920777,-1.702363136,1,7,138.13
116,140.15,140.31,137.7844,138.13,8231694,0.0,1.0,129.07000000000002,129.07000000000002,129.68928180960387,0.154730496,0,7,139.92
117,140.68,140.68,138.61,139.92,4519320,0.0,1.0,132.73000000000002,132.73000000000002,133.90964090480193,1.431044096,4,7,139.06
118,135.6,139.43,135.02,139.06,5298351,0.0,1.0,136.30999999999997,136.30999999999997,136.91482045240096,-1.006829568,3,7,137.18
119,137.18,138.9,136.8,137.18,4123213,0.0,1.0,139.03666666666666,139.03666666666666,137.9874102262005,0.850264064,2,7,139.18
120,140.84,141.55,138.565,139.18,3235571,0.0,1.0,138.72,138.72,137.58370511310025,-1.5876096,1,7,141.0
121,140.62,141.87,140.13,141.0,3912773,0.0,1.0,138.47333333333333,138.47333333333333,138.38185255655014,0.269484032,0,7,140.47
122,140.76,141.3203,139.82,140.47,2820928,0.0,1.0,139.12,139.12,139.69092627827507,1.545797632,4,7,140.83
123,138.91,141.325,138.83,140.83,3897077,0.0,1.0,140.21666666666667,140.21666666666667,140.08046313913752,-0.892076032,3,7,138.08
124,138.0,139.14,137.13,138.08,3237059,0.0,1.0,140.76666666666668,140.76666666666668,140.45523156956875,0.9650176,2,7,137.62
125,139.97,139.97,135.27,137.62,6274067,0.0,1.0,139.79333333333332,139.79333333333332,139.26761578478437,-1.472856064,1,7,141.12
126,141.0,141.67,139.26,141.12,4012106,0.0,1.0,138.84333333333333,138.84333333333333,138.4438078923922,1.660551168,4,7,141.19
127,139.58,142.46,139.28,141.19,4878020,0.0,1.0,138.94000000000003,138.94000000000003,139.7819039461961,-0.777322496,3,6,140.71
128,142.74,143.5213,139.5,140.71,4161491,0.0,1.0,139.97666666666666,139.97666666666666,140.48595197309805,1.079771136,2,6,141.86
129,142.92,144.155,141.32,141.86,4065202,0.0,1.0,141.00666666666666,141.00666666666666,140.59797598654905,-1.358102528,1,6,142.8
130,142.26,143.83,141.95,142.8,3935968,0.0,1.0,141.25333333333333,141.25333333333333,141.22898799327453,0.498991104,0,6,142.06
131,139.2,142.37,139.13,142.06,11493012,0.0,1.0,141.79000000000002,141.79000000000002,142.01449399663727,1.775304704,4,6,138.44
132,137.14,138.62,136.5,138.44,4547925,0.0,1.0,142.24,142.24,142.03724699831864,-0.66256896,3,6,137.08
133,136.1,138.18,136.03,137.08,3791635,0.0,1.0,141.1,141.1,140.2386234991593,1.194524672,2,6,137.85
134,135.9,138.5,135.9,137.85,4089272,0.0,1.0,139.19333333333336,139.19333333333336,138.65931174957967,-1.243348992,1,6,135.02
135,135.99,136.98,132.85,135.02,12968509,0.0,1.0,137.79,137.79,138.25465587478982,1.89005824,4,6,135.67
136,135.3,136.24,134.39,135.67,5386396,0.0,1.0,136.65,136.65,136.6373279373949,-0.547815424,3,6,137.06
137,136.01,138.45,135.58,137.06,4606887,0.0,1.0,136.17999999999998,136.17999999999998,136.15366396869746,1.309278208,2,6,135.72
138,135.0,136.9501,134.86,135.72,4607785,0.0,1.0,135.91666666666666,135.91666666666666,136.60683198434873,-1.128595456,1,6,135.11
139,133.97,137.57,133.76,135.11,6486044,0.0,1.0,136.15,136.15,136.16341599217435,0.728498176,0,6,136.19
140,137.8,137.8,135.25,136.19,4661716,0.0,1.0,135.96333333333334,135.96333333333334,135.63670799608718,2.004811776,4,6,137.96
141,140.15,141.04,137.93,137.96,3592551,0.0,1.0,135.67333333333332,135.67333333333332,135.9133539980436,-0.433061888,3,6,140.83
142,142.07,142.8,140.15,140.83,3005666,0.0,1.0,136.42,136.42,136.9366769990218,1.424031744,2,6,142.78
143,142.6,142.98,140.96,142.78,2887051,0.0,1.0,138.32666666666668,138.32666666666668,138.8833384995109,-1.01384192,1,6,142.88
144,142.98,144.73,142.0,142.88,4767100,0.0,1.0,140.52333333333334,140.52333333333334,140.83166924975546,0.843251712,0,6,141.18
145,140.26,142.5794,139.74,141.18,4352213,0.0,1.0,142.16333333333333,142.16333333333333,141.85583462487773,2.119565312,4,6,140.15
146,139.45,140.29,136.85,140.15,3734812,0.0,1.0,142.28,142.28,141.51791731243887,-0.318308352,3,6,139.43
147,139.67,140.4699,138.52,139.43,3796488,0.0,1.0,141.40333333333334,141.40333333333334,140.83395865621944,1.53878528,2,6,138.84
148,138.2,139.83,136.81,138.84,7978053,0.0,1.0,140.25333333333333,140.25333333333333,140.1319793281097,-0.899088384,1,5,139.27
149,137.39,139.7394,137.24,139.27,4608215,0.0,1.0,139.47333333333333,139.47333333333333,139.48598966405484,-2.060648448,4,5,136.89
150,135.0,137.55,134.52,136.89,3929338,0.0,1.0,139.17999999999998,139.17999999999998,139.3779948320274,-0.203554816,3,5,134.39
151,132.86,134.82,132.86,134.39,3299303,0.0,1.0,138.33333333333334,138.33333333333334,138.1339974160137,1.653538816,2,5,133.8
152,130.57,134.37,130.42,133.8,4189723,0.0,1.0,136.85,136.85,136.26199870800684,-0.784334848,1,5,131.17
153,129.5,131.95,129.42,131.17,3591511,0.0,1.0,135.02666666666667,135.02666666666667,135.03099935400343,1.072758784,0,5,128.48
154,130.18,130.37,125.8,128.48,6914458,0.0,1.0,133.12,133.12,133.10049967700172,-1.945894912,4,5,129.66
155,132.0,132.32,128.71,129.66,5819664,0.0,1.0,131.15,131.15,130.79024983850087,-0.08880128,3,5,132.94
156,137.1,137.615,132.17,132.94,6003015,0.0,1.0,129.76999999999998,129.76999999999998,130.22512491925045,1.768292352,2,5,138.37
157,137.19,138.37,135.64,138.37,4372909,0.0,1.0,130.35999999999999,130.35999999999999,131.58256245962522,-0.669581312,1,5,135.03
158,133.1,136.51,132.41,135.03,4250395,0.0,1.0,133.65666666666667,133.65666666666667,134.97628122981263,1.18751232,0,5,133.6
159,133.0,133.8,131.05,133.6,4195218,0.0,1.0,135.4466666666667,135.4466666666667,135.00314061490633,-1.831141376,4,5,132.9
160,131.27,133.62,130.41,132.9,5384809,0.0,1.0,135.66666666666666,135.66666666666666,134.30157030745318,0.025952256,3,5,130.75
161,129.86,132.96,129.86,130.75,5301131,0.0,1.0,133.84333333333333,133.84333333333333,133.60078515372658,1.883045888,2,5,129.13
162,135.0,135.41,128.43,129.13,8642398,0.0,1.0,132.41666666666666,132.41666666666666,132.1753925768633,-0.554827776,1,5,134.44
163,134.41,136.345,133.315,134.44,7647933,1.65,1.0,130.92666666666665,130.92666666666665,130.65269628843163,1.302265856,0,5,137.67
164,135.47,137.99,135.47,137.67,7306396,0.0,1.0,131.44000000000003,131.44000000000003,132.5463481442158,-1.71638784,4,5,135.92
165,136.46,137.26,134.76,135.92,5957434,0.0,1.0,133.74666666666667,133.74666666666667,135.1081740721079,0.140705792,3,5,137.4
166,132.87,137.87,132.14,137.4,5913705,0.0,1.0,136.01,136.01,135.51408703605392,1.997799424,2,5,132.52
167,133.0,133.6,131.99,132.52,3688574,0.0,1.0,136.99666666666664,136.99666666666664,136.45704351802698,-0.44007424,1,5,133.04
168,133.0,133.77,130.89,133.04,4213477,0.0,1.0,135.28,135.28,134.4885217590135,1.417019392,0,5,132.21
169,135.13,135.5545,132.0,132.21,5078660,0.0,1.0,134.32000000000002,134.32000000000002,133.76426087950676,-1.601634304,4,4,135.74
170,136.85,136.99,134.81,135.74,4477068,0.0,1.0,132.59,132.59,132.9871304397534,0.255459328,3,4,135.06
171,135.78,137.12,134.63,135.06,4369052,0.0,1.0,133.66333333333333,133.66333333333333,134.3635652198767,2.11255296,2,4,136.19
172,139.0,139.87,136.17,136.19,4887395,0.0,1.0,134.33666666666667,134.33666666666667,134.71178260993835,-0.325320704,1,4,139.1
173,137.59,139.65,135.19,139.1,5748289,0.0,1.0,135.66333333333333,135.66333333333333,135.45089130496916,1.531772928,0,4,138.25
174,139.7,140.4399,137.35,138.25,6508599,0.0,1.0,136.78333333333333,136.78333333333333,137.27544565248456,-1.486880768,4,4,139.85
175,138.23,141.88,137.35,139.85,9922349,0.0,1.0,137.84666666666666,137.84666666666666,137.76272282624228,0.370212864,3,4,138.32
176,135.0,139.56,133.38,138.32,17770306,0.0,1.0,139.0666666666667,139.0666666666667,138.80636141312112,-2.0676608,2,4,129.15
177,126.08,129.4,126.0,129.15,7971361,0.0,1.0,138.80666666666664,138.80666666666664,138.56318070656056,-0.210567168,1,4,126.17
178,126.6,127.3899,125.53,126.17,4884150,0.0,1.0,135.77333333333334,135.77333333333334,133.8565903532803,1.646526464,0,4,126.56
179,128.93,130.58,126.38,126.56,6384180,0.0,1.0,131.21333333333334,131.21333333333334,130.01329517664016,0.4849664,3,4,126.14
180,125.64,126.67,124.91,126.14,3064918,0.0,1.0,127.29333333333334,127.29333333333334,128.28664758832008,-1.952907264,2,4,125.98
181,126.42,127.34,125.5835,125.98,2690998,0.0,1.0,126.29,126.29,127.21332379416003,-0.095813632,1,4,126.37
182,127.95,128.175,126.18,126.37,3202545,0.0,1.0,126.22666666666667,126.22666666666667,126.59666189708003,1.76128,0,4,127.73
183,128.01,128.78,127.27,127.73,3143309,0.0,1.0,126.16333333333334,126.16333333333334,126.48333094854002,-1.257373696,4,4,128.55
184,128.87,129.2499,126.73,128.55,3538317,0.0,1.0,126.69333333333334,126.69333333333334,127.10666547427002,0.599719936,3,4,129.39
185,127.78,129.515,127.25,129.39,3958057,0.0,1.0,127.55,127.55,127.82833273713501,-1.838153728,2,4,128.89
186,129.85,131.23,128.66,128.89,3102238,0.0,1.0,128.55666666666664,128.55666666666664,128.60916636856751,0.018939904,1,4,130.27
187,130.26,130.45,128.93,130.27,2811100,0.0,1.0,128.9433333333333,128.9433333333333,128.74958318428375,1.876033536,0,4,130.15
188,129.66,130.27,128.06,130.15,4012373,0.0,1.0,129.51666666666668,129.51666666666668,129.50979159214188,-1.14262016,4,4,130.02
189,130.72,131.88,130.0,130.02,4274029,0.0,1.0,129.76999999999998,129.76999999999998,129.82989579607096,0.714473472,3,3,132.13
190,132.01,133.08,131.39,132.13,2622860,0.0,1.0,130.14666666666668,130.14666666666668,129.9249478980355,-1.723400192,2,3,131.94
191,132.04,132.84,130.43,131.94,5791032,0.0,1.0,130.76666666666668,130.76666666666668,131.02747394901775,0.13369344,1,3,131.47
192,130.82,131.5,129.6,131.47,2483492,0.0,1.0,131.36333333333332,131.36333333333332,131.48373697450887,1.990787072,0,3,131.35
193,129.5,131.4,129.31,131.35,3516923,0.0,1.0,131.84666666666666,131.84666666666666,131.47686848725442,-1.027866624,4,3,129.25
194,128.33,129.37,127.8,129.25,2971075,0.0,1.0,131.58666666666667,131.58666666666667,131.4134342436272,0.829227008,3,3,128.3
195,129.08,129.32,128.25,128.3,2924535,0.0,1.0,130.69,130.69,130.3317171218136,-1.608646656,2,3,129.06
196,128.5,129.3,127.85,129.06,2649026,0.0,1.0,129.63333333333335,129.63333333333335,129.3158585609068,0.248446976,1,3,128.1
197,129.0,129.74,127.4,128.1,3379393,0.0,1.0,128.87,128.87,129.1879292804534,2.105540608,0,3,128.76
198,127.38,128.93,126.37,128.76,7400216,0.0,1.0,128.48666666666668,128.48666666666668,128.6439646402267,-0.913113088,4,3,127.96
199,127.1,128.29,126.53,127.96,3671903,0.0,1.0,128.64,128.64,128.70198232011336,0.943980544,3,3,127.04
200,126.5,127.2842,124.71,127.04,4292845,0.0,1.0,128.27333333333334,128.27333333333334,128.33099116005667,-1.49389312,2,3,125.64
201,124.0,125.9398,123.22,125.64,4021228,0.0,1.0,127.92,127.92,127.68549558002834,0.363200512,1,3,123.94
202,124.45,125.16,122.685,123.94,3289440,0.0,1.0,126.88,126.88,126.66274779001418,-2.074673152,0,3,123.96
203,125.0,126.77,123.91,123.96,4119630,0.0,1.0,125.54,125.54,125.30137389500709,-0.798359552,4,3,124.35
204,125.75,126.03,123.125,124.35,5326835,0.0,1.0,124.51333333333332,124.51333333333332,124.63068694750353,1.05873408,3,3,126.22
205,127.41,128.1,125.91,126.22,4403499,0.0,1.0,124.08333333333333,124.08333333333333,124.49034347375176,-1.379139584,2,3,125.68
206,126.62,128.345,124.82,125.68,4887565,0.0,1.0,124.84333333333332,124.84333333333332,125.35517173687589,0.477954048,1,3,126.07
